20168,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/发音配音/pi4发音.wav,,chinese_chars
20168,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/拼读配音/pi4拼读.wav,,chinese_chars
20168,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/发音配音/pi4发音.wav,,chinese_chars
20168,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/拼读配音/pi4拼读.wav,,chinese_chars
20168,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/发音配音/pi4发音.wav,,chinese_chars
20168,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/拼读配音/pi4拼读.wav,,chinese_chars
20235,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/发音配音/kao4发音.wav,,chinese_chars
20235,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/拼读配音/kao4拼读.wav,,chinese_chars
20235,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/发音配音/kao4发音.wav,,chinese_chars
20235,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/拼读配音/kao4拼读.wav,,chinese_chars
20235,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/发音配音/kao4发音.wav,,chinese_chars
20235,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/拼读配音/kao4拼读.wav,,chinese_chars
20306,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/拼读配音/ai4发音.wav,,chinese_chars
20306,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/拼读配音/ai4发音.wav,,chinese_chars
20306,https://qz-question.oss-cn-beijing.aliyuncs.com/bishun/bishunWav/21964.wav,,chinese_chars
20306,http://qz-question.oss-cn-beijing.aliyuncs.com/bishun/svgs/21964.svg,,chinese_chars
20306,http://qz-question.oss-cn-beijing.aliyuncs.com/bishun/svgs-still/21964-still.svg,,chinese_chars
20306,http://qz-question.oss-cn-beijing.aliyuncs.com/bishun/svgs/21964.svg,,chinese_chars
20306,http://qz-question.oss-cn-beijing.aliyuncs.com/bishun/svgs-still/21964-still.svg,,chinese_chars
20306,http://qz-question.oss-cn-beijing.aliyuncs.com/bishun/svgs/21964.svg,,chinese_chars
20306,http://qz-question.oss-cn-beijing.aliyuncs.com/bishun/svgs-still/21964-still.svg,,chinese_chars
20306,"嗌。[""ài""]。口。['https://qz-question.oss-cn-beijing.aliyuncs.com/Word_pronunciation/svg_json/嗌.json']。[{""value"":""〈文〉咽喉不适；咽喉被塞住。"",""example"":[""他说到这里，就嗌住了"",""咽喉肿嗌""]}]。[""咽"",""扼""]。[]。{}。[]。[]。[]。。。。。。[]",广告:联系方式:网址,chinese_chars
20307,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/拼读配音/yi4发音.wav,,chinese_chars
20307,https://qz-question.oss-cn-beijing.aliyuncs.com/pronunciation/拼读配音/yi4发音.wav,,chinese_chars
20307,https://qz-question.oss-cn-beijing.aliyuncs.com/bishun/bishunWav/21964.wav,,chinese_chars
20307,http://qz-question.oss-cn-beijing.aliyuncs.com/bishun/svgs/21964.svg,,chinese_chars
20307,http://qz-question.oss-cn-beijing.aliyuncs.com/bishun/svgs-still/21964-still.svg,,chinese_chars
20307,http://qz-question.oss-cn-beijing.aliyuncs.com/bishun/svgs/21964.svg,,chinese_chars
20307,http://qz-question.oss-cn-beijing.aliyuncs.com/bishun/svgs-still/21964-still.svg,,chinese_chars
20307,http://qz-question.oss-cn-beijing.aliyuncs.com/bishun/svgs/21964.svg,,chinese_chars
